iter	Passed	Remaining
949	2228	117
950	2230	114
951	2232	112
952	2234	110
953	2236	107
954	2239	105
955	2241	103
956	2243	100
957	2245	98
958	2247	96
959	2249	93
960	2251	91
961	2253	89
962	2255	86
963	2257	84
964	2259	81
965	2261	79
966	2263	77
967	2265	74
968	2267	72
969	2269	70
970	2271	67
971	2273	65
972	2275	63
973	2277	60
974	2279	58
975	2281	56
976	2284	53
977	2286	51
978	2288	49
979	2290	46
980	2292	44
981	2294	42
982	2296	39
983	2298	37
984	2301	35
985	2303	32
986	2305	30
987	2307	28
988	2308	25
989	2310	23
990	2312	21
991	2314	18
992	2316	16
993	2318	13
994	2320	11
995	2322	9
996	2324	6
997	2327	4
998	2329	2
999	2331	0
